SG=<i>P</i><i>n</i><i>m</i><i>a</i>'
 name=62.445
 spinor=False
symmetries=
         1 0 0 0 1 0 0 0 1    0 0 0    1.0 0.0 0.0 1.0    0.0 0.0 0.0 0.0
   -1 0 0 0 -1 0 0 0 1    1/2 0 1/2   1.0 0.0 0.0 1.0    -0.5 0.0 0.0 0.5
      1 0 0 0 -1 0 0 0 1    0 1/2 0    0.0 1.0 1.0 0.0    0.0 1.0 0.0 0.0
  -1 0 0 0 1 0 0 0 1    1/2 1/2 1/2  0.0 1.0 1.0 0.0    0.0 -0.5 -0.5 0.0
     -1 0 0 0 1 0 0 0 -1    0 1/2 0    0.0 1.0 1.0 0.0    0.0 1.0 0.0 0.0
 1 0 0 0 -1 0 0 0 -1    1/2 1/2 1/2  0.0 1.0 1.0 0.0    0.0 -0.5 -0.5 0.0
      -1 0 0 0 -1 0 0 0 -1    0 0 0    1.0 0.0 0.0 1.0    0.0 0.0 0.0 0.0
    1 0 0 0 1 0 0 0 -1    1/2 0 1/2   1.0 0.0 0.0 1.0    -0.5 0.0 0.0 0.5


kpoint  GM : 0.000000 0.000000 0.000000 :  1 2 3 4 5 6 7 8
-GM1  1  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0  1.0
-GM2  1  1.0 -1.0 -1.0  1.0  1.0 -1.0 -1.0 -1.0 -1.0  1.0  1.0 -1.0 -1.0  1.0  1.0
-GM3  1 -1.0  1.0 -1.0  1.0 -1.0  1.0 -1.0  1.0 -1.0  1.0 -1.0  1.0 -1.0  1.0 -1.0
-GM4  1 -1.0 -1.0  1.0  1.0 -1.0 -1.0  1.0 -1.0  1.0  1.0 -1.0 -1.0  1.0  1.0 -1.0



kpoint  R : 0.500000 0.500000 0.500000 :  1 2 3 4 5 6 7 8
-R1R1  4  0.0  0.0  0.0  4.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0



kpoint  S : 0.500000 0.500000 0.000000 :  1 2 3 4 5 6 7 8
-S1S1  4  0.0  0.0  0.0  4.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0



kpoint  T : 0.000000 0.500000 0.500000 :  1 2 3 4 5 6 7 8
-(T)U1  2  0.0  0.0  0.0  2.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0



kpoint  U : 0.500000 0.000000 0.500000 :  1 2 3 4 5 6 7 8
-(U)T1T3  2  0.0  2.0  0.0  2.0  0.0  2.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
-(U)T2T4  2  0.0 -2.0  0.0  2.0  0.0 -2.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0



kpoint  X : 0.500000 0.000000 0.000000 :  1 2 3 4 5 6 7 8
-(X)Y1Y3  2  0.0  2.0  0.0  2.0  0.0  2.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
-(X)Y2Y4  2  0.0 -2.0  0.0  2.0  0.0 -2.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0



kpoint  Y : 0.000000 0.500000 0.000000 :  1 2 3 4 5 6 7 8
-(Y)X1  2  0.0  0.0  0.0  2.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0



kpoint  Z : 0.000000 0.000000 0.500000 :  1 2 3 4 5 6 7 8
-Z1  1  0.0  1.0  0.0  1.0  0.0  1.0  0.0  1.0  0.0  1.0  0.0  1.0  0.0  1.0  0.0
-Z2  1  0.0 -1.0  0.0  1.0  0.0 -1.0  0.0 -1.0  0.0  1.0  0.0 -1.0  0.0  1.0  0.0
-Z3  1  0.0  1.0  0.0  1.0  0.0  1.0  0.0  1.0  0.0  1.0  0.0  1.0  0.0  1.0  0.0
-Z4  1  0.0 -1.0  0.0  1.0  0.0 -1.0  0.0 -1.0  0.0  1.0  0.0 -1.0  0.0  1.0  0.0
